date,artist_id,artist,venue,city,country_code,country,songs
21-02-2024,356b8ba7-e31e-4dbc-ab3d-0152ad7261be,Larry & Joe,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Caballo viejo, Roll in My Sweet Baby's Arms, The Dreamer, Nuevo South Train, Harp & Banjo (Piano) Merengue, Adiós muchachos, Como llora una Estrella, Larry's Cachapa, Festival en Guararé, Fiesta en Elorza"
18-02-2024,3fbe788d-d4df-4ab1-b6cc-efc5781bb1f2,Tanner Usrey,The Southern Cafe & Music Hall,Charlottesville,US,United States,"It's a Long Way to the Top (If You Wanna Rock 'n' Roll), Till the Morning Light, Who I Am, Come Back Down, With You, Give it Some Time, Pick Up Your Phone, Medicine Man, Time Bomb, Make You Weep, Beautiful Lies, Evelyn's Eyes, Crossing Lines, Black Widow, Stay With Me, Destiny, Keep Your Hands to Yourself, Guns, Drugs and Allergy Pills, Who I Am, Take Me Home, Josephine, The Chain"
18-02-2024,7cc3638a-85f0-435d-875a-26bd5d1ca658,JD Clayton,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Beauty Queen, American Millionaire, Give Me One Reason, Cotton Candy Clouds, Long Way From Home, Brown Haired Blue Eyed Baby, The Joker, Stir It Up, Brown Haired Blue Eyed Baby, Heartaches After Heartbreak, Goldmine, High Hopes, Low Expectations, Long White Line, Arkansas Kid"
17-02-2024,e286481a-9c3d-4534-b0e5-99a65441df82,The Judy Chops,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Never Leave, And When I Die, Someone, Ready My Heart, Lay My Love, Look at Miss Ohio, Manstranger, Ball and Chain, Good Days, Give Me One Reason, Hipster Haircut, Spit It Out"
17-02-2024,fc43dc12-ac80-40ba-9b17-d88de1ff899f,South Hill Banks,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Hudson River Melody, Who Needs You, Running Cedar, Family Stone, Jimmy's Burden, When the Cactus is in Bloom, Appalachian Blues, Blue Night, That's How I Got to Memphis, Sittin' in a Cell, Doyle's Pass, Miss This Ride, Whiskey Woman, Wild Bill Jones, Neon Moon"
15-02-2024,b8b5db18-2392-4983-99bd-c445a7c6d0bd,Kendall Street Company,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Laura, I'm Sorry About the Cobbler, Blade Runner, Over the Water, Snow Day, Marty Song, Mary & Meggo, Le Shaque, 393, Porridge, Crab Surprise, Two Legs, Two Feet, Gloria, I Rly Luv U"
10-02-2024,a2bd5b60-2d6a-4273-b4e3-7766da42100d,Indecision,The Jefferson Theater,Charlottesville,US,United States,"What Do You Do, Instant Armadillo Blues, Chicken in the Pot, Loser, Take It All In, Hot Turkey, Big Bright Light, Walkin' The Plank, Black Hearted Woman, When the Levee Breaks, Just a Little Bit, Dear Prudence, I'm Not from Here, Jump for Joy"
08-02-2024,b8b5db18-2392-4983-99bd-c445a7c6d0bd,Kendall Street Company,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Tubular Reality, Comfort Eagle, Gut Feeling, I Am The Wheel, Waiting on a Train, Stephen the Manly Clam, Avant Gardener, BBC, Dreams, Sports, Aged White Cheddar, Pink Flying Saucer, Wasted, Your Cheatin' Heart, Marijuana Time Warp, Cars, Red Solo Cup, What Is Love, Return of the Pink Flying Saucer"
06-02-2024,60a00bd8-ba3b-41ae-a404-5299a7069046,C.J. Chenier and the Red Hot Louisiana Band,The Jefferson Theater,Charlottesville,US,United States,"Zydeco Boogaloo, Hot Tamale Baby, It's About Time, It's Alright, I've Got a Woman, I'm Coming Home, Jambalaya (On the Bayou), Iko Iko, Three Little Birds, Zydeco Party, My Baby Don't Wear No Shoes, Caldonia"
03-02-2024,64c08e7f-48ba-4a49-a18f-9ac648c8ac63,Daniel Donato,The Jefferson Theater,Charlottesville,US,United States,"We Are the World, Hi-Country, Better Deal Blues, Why You Been Gone So Long, Cigar Time, Halfway (In Between), Lose Your Mind, Waymore's Blues, Mystery Train, Down by the Riverside, Amarillo by Morning, The Race is On, Don't Let Me Down, Locomotive #9, Rose in a Garden, Darling Corey, The Arkansas Traveler, Big Iron, Riders in the Sky, Banks of the Ohio, Free Wheelin', Everybody's Talkin', Weathervane, Blue Skies, Dance in the Desert, Going Down the Road Feeling Bad"
01-02-2024,b8b5db18-2392-4983-99bd-c445a7c6d0bd,Kendall Street Company,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Go On, Snow Day, Innerstate, Checkin, Checkin' Out, When I Fell Out..., Becca's Dad, They Don't Know at the Beach, Board Shorts, Say Hey!, Wasted, La Grange, I Got Stoned and I Missed It, Porridge"
27-01-2024,2a552094-9d55-4775-a8cb-0f7797cfb464,PRKST,Main Line Brewery,Richmond,US,United States,"Brain Stew, Your Love, Dirty Little Secret, Love Yourself, Upside Down, Say It Ain't So, Seven Nation Army, Creep, 1985, Zombie, Black Smoke Rising, 1979, Dreams, Black Horse and the Cherry Tree, Just What I Needed, Fade Into You, Landslide, Blank Space, get him back!, Sk8er Boi, Tennessee Whiskey, Something in the Orange, Put Your Records On, Brazil, Free Bird, Shallow, Wagon Wheel, What's Up?, Wonderwall, Cigarette Daydreams, Say It Ain't So, Dreams, Smells Like Teen Spirit, Something in the Orange, Blank Space"
27-01-2024,cbdaf434-9d17-4660-a055-af50f5076e80,The Legwarmers,The Jefferson Theater,Charlottesville,US,United States,"Fight for Your Right, Pour Some Sugar on Me, Just Like Heaven, Material Girl, Jump, Jessie's Girl, Walking on Sunshine, Take Me Home Tonight, Hurts So Good, Let's Go Crazy, Just a Friend, Love Is a Battlefield, I'm Gonna Be (500 Miles), Footloose, Africa, Billie Jean, Summer of '69, I Love Rock 'n' Roll, Don't Stop Believin', Rebel Yell, 99 Luftballons, Tainted Love, Sweet Dreams (Are Made of This), Eye of the Tiger, Walk Like an Egyptian, Free Fallin', Blister in the Sun, I Wanna Be Sedated, We Got the Beat, (I've Had) The Time of My Life, Take On Me, We're Not Gonna Take It, Here I Go Again, You Shook Me All Night Long, Livin' on a Prayer"
24-01-2024,8d79105b-000f-40fa-bcf7-394939083d2d,Bluegrass Destroyers,Bar Baleno,Charlottesville,US,United States,"The High Road, Blue Night, Where the Wild River Rolls, Sunny Side of the Mountain, Paradise, Land's End, I Could Change My Mind, Bending Blades, Black Jack Davey, When You Go Walking After Midnight, Evangeline, Missionary's Downfall, Home of the Red Fox, Slippin' Away, Till We Meet Again, Meet Me in the Morning, How Mountain Girls Can Love, Helplessly Hoping"
19-01-2024,dcbc0072-3337-48e0-8f01-79fa8154ace8,New Potato Caboose,The Southern Cafe & Music Hall,Charlottesville,US,United States,"The Mansion, By-O, Y-Dance, Big River, The Whisper, It Ain't a Thing, Chain of Fools, Down On the Farm, Throw Rug Blues, Gold Plated Crime, Hey Now Julia, Turn On Your Love Light, Promising Traveler, Cortez the Killer, All Along the Watchtower, Sympathy for the Devil, Weed"
14-01-2024,3826a6e0-9ea5-4007-941c-25b9dd943981,Umphrey’s McGee,The National,Richmond,US,United States,"Bathing Digits, Plunger, Mad Love, Uncle Wally, Kabump, Hiccup, The Crooked One, Small Strides, Maybe Someday, Attachments, Hajimemashite, Staircase, Day Nurse, Hey Nineteen, Mulche's Odyssey, Slacker"
10-01-2024,8d79105b-000f-40fa-bcf7-394939083d2d,Bluegrass Destroyers,Bar Baleno,Charlottesville,US,United States,"Lay Me to Rest, Mama Tried, Where the Wild River Rolls, Sitting on Top of the World, Sin City, Slippin' Away, 10 Degrees & Getting Colder, Can't You Hear Me Calling, I'll Sail My Ship Alone, Rose Colored Glasses, Dixie Hoedown"
31-12-2023,e9177de4-27de-44b2-8aa7-c78bd5340587,Illiterate Light,The Jefferson Theater,Charlottesville,US,United States,"Wake Up Now, Light Me Up, Carolina Lorelei, In The Ground, Sometimes Love Takes So Long, Always Always, All the Stars Are Burning Out, Feb 1st, One Big Holiday, Nuthin's Fair, I Wanna Leave America, Heaven Bends, Killer Not a Lover, Here Lie the Bones of My Favorite Car, Growin' Down, Vampire Blues, Auld lang syne, Better Than I Used To, All These Things That I've Done"
29-12-2023,2c81816c-4ce5-4872-bf76-bc8f5ef9338d,Sisters & Brothers,The Foundry,Waynesboro,US,United States,"Deal, I Second That Emotion, Ain't No Bread in the Breadbox, Run for the Roses, Struggling Man, The Harder They Come, Rubin and Cherise, Bend Down Low, Sugaree, Lay Down Sally, Like a Road Leading Home, Everybody Needs Somebody to Love"
23-12-2023,b8b5db18-2392-4983-99bd-c445a7c6d0bd,Kendall Street Company,The Jefferson Theater,Charlottesville,US,United States,"Foxy Lady, Board Shorts, Iron Man, Let 'Em In, Boomba Voyage (I Sure Do Love Plants), Iron Man, Laura, I'm Sorry About the Cobbler"
23-12-2023,42b38ec4-8ecb-4241-9320-30d5dd9f6556,David Wax Museum,The Jefferson Theater,Charlottesville,US,United States,"Uncover the Gold, Born With a Broken Heart, Your Heart's a Piñata, Equal in the Darkness, El Ahualulco, Be Patient, You Must Change Your Life, Best Lover, That Night In Richmond, Summer Wrapped In Gold, Harder Before It Gets Easier, Big Sur, Guesthouse, Helen, Can You Forgive Me?, Luanne, Only Ones Awake"
20-12-2023,8d79105b-000f-40fa-bcf7-394939083d2d,Bluegrass Destroyers,Bar Baleno,Charlottesville,US,United States,"Kerfunten / Banish Misfortune, Bending Blades, 10 Degrees & Getting Colder, Things in Life, Where the Wild River Rolls, Hobo Song, Rose Colored Glasses, Hangman's Reel, Red Haired Boy, I'll Sail My Ship Alone, Captain, I've Endured, Never More Will Roam, Cattle in the Cane, California Cotton Fields, Katy Daley, Thunderclouds of Love"
16-12-2023,0f9b5bdb-9e99-40c1-8311-5164cb8871a1,Bob Weir and Wolf Bros.,Capitol Theatre,Port Chester,US,United States,"K.C. Moan, Loser, Mission in the Rain, Mama Tried, Jack Straw, Two Djinn, Lost Sailor, Saint of Circumstance, Deal, Bombs Away, Truckin', Turn On Your Love Light, Uncle John's Band, Supplication, Terrapin Station, Days Between, One More Saturday Night, Ripple"
15-12-2023,0f9b5bdb-9e99-40c1-8311-5164cb8871a1,Bob Weir and Wolf Bros.,Capitol Theatre,Port Chester,US,United States,"Peggy-O, The Winners, Mississippi Half-Step Uptown Toodeloo, Tennessee Jed, Odessa, Ramble On Rose, I Need a Miracle, Fever, U.S. Blues, Me and Bobby McGee, Man Smart, Woman Smarter, Bertha, Cassidy, The Wheel, Eyes of the World, What's Going On, Stella Blue, Not Fade Away, Going Down the Road Feeling Bad"
09-12-2023,b925a474-d245-4217-bc13-2e153d82bebb,Goose,Hampton Coliseum,Hampton,US,United States,"Pancakes, Doobie Song, Circles, 99 Luftballons, Big Blue, Dripfield, Red Bird, I'm Forever Blowing Bubbles, Jungle, Animal, Echo of a Rose, Run Through the Jungle, The Way It Is, The Empress of Organos, Jungle Boogie, Arcadia"
08-12-2023,b925a474-d245-4217-bc13-2e153d82bebb,Goose,Hampton Coliseum,Hampton,US,United States,"Earthling or Alien?, All I Need, Mirrors, Tumble, Man in the Mirror, Fire, Creatures, (dawn), Sex on Fire, Butter Rum, Arrow, Burning Down the House, So Ready, Slow Ready, Hot Tea"
22-11-2023,c96b3858-7292-4111-a97c-25e5c8d29815,The ‘77z,The Jefferson Theater,Charlottesville,US,United States,"Help on the Way, Slipknot!, Estimated Prophet, Dark Star, St. Stephen, Scarlet Begonias, Crazy Fingers, Mississippi Half-Step Uptown Toodeloo, The Music Never Stopped, Promised Land"
22-11-2023,2c81816c-4ce5-4872-bf76-bc8f5ef9338d,Sisters & Brothers,The Jefferson Theater,Charlottesville,US,United States,"How Sweet It Is (To Be Loved by You), Expressway to Your Heart, That's What Love Will Make You Do, Midnight Moonlight, Mr. Charlie, Take Me to the River, Mississippi Moon, Cats Under the Stars, Dear Prudence, Franklin's Tower"
18-11-2023,924b5ed3-d283-46af-ad59-406bdbe0a1a1,Mipso,The Jefferson Theater,Charlottesville,US,United States,"Louise, Carolina Rolling By, People Change, The Numbers, Thirsty, Edges Run, Green Jesus"
14-11-2023,6f550455-03b6-4bbb-bad8-4f9ad767aad5,Lukas Nelson & Promise of the Real,The Jefferson Theater,Charlottesville,US,United States,"Entirely Different Stars, Sticks and Stones, Everytime I Drink I Think of Her, Fool Me Once, Four Letter Word, (Forget About) Georgia, Icarus, Carolina, Ain't Gonna Die, All the Pretty Horses, Just Outside of Austin, Turn Off the News (Build a Garden), King of the Road, The View, Throwin' Away Your Love, Alcohallelujah, Wrong House, Ladder of Love / Bloody Mary Morning, Find Yourself, All Four Winds, Set Me Down on a Cloud, Tumbling Tumbleweeds"
11-11-2023,07e748f1-075e-428d-85dc-ce3be434e906,Dave Matthews Band,John Paul Jones Arena,Charlottesville,US,United States,"Old Dirt Hill (Bring That Beat Back), The Best of What's Around, #27, Walk Around the Moon, Hunger for the Great Light, Pantala Naga Pampa, Rapunzel, The Ocean and the Butterfly, Rooftop, Minarets, Cry Freedom, So Damn Lucky, Monsters, The Maker, Warehouse, Looking for a Vein, Spaceman, Jimi Thing, Brick House, Ants Marching, Sister, Two Step"
10-11-2023,07e748f1-075e-428d-85dc-ce3be434e906,Dave Matthews Band,John Paul Jones Arena,Charlottesville,US,United States,"Busted Stuff, Funny the Way It Is, Where Are You Going, Fool in the Rain, All You Wanted Was Tomorrow, Stay or Leave, You Might Die Trying, Typical Situation, Madman's Eyes, Proudest Monkey, Satellite, The Only Thing, Crush, Louisiana Bayou, Virginia in the Rain, Lie in Our Graves, So Much to Say, Anyone Seen the Bridge, Too Much, Just Breathe, Grey Street"
03-11-2023,98213b08-577a-43a8-8376-b267284558c6,Brent Cobb,The Jefferson Theater,Charlottesville,US,United States,
20-10-2023,144ef525-85e9-40c3-8335-02c32d0861f3,John Mayer,CFG Bank Arena,Baltimore,US,United States,"Slow Dancing in a Burning Room, Clarity, Love on the Weekend, XO, January 16, 2002: ""Room for Squares"" Interview, Why Georgia, On the Way Home, Who Says, Waitin' on the Day, They Love Each Other, Something Like Olivia, The Age of Worry, Something's Missing, In Your Atmosphere, You're Gonna Live Forever in Me, Changing, ""Continuum"" Interview, Stop This Train, In the Blood, Your Body Is a Wonderland, The Heart of Life, Walt Grace's Submarine Test, January 1967, If I Ever Get Around to Living, Edge of Desire, Neon, Gravity"
18-10-2023,cc6559c1-3459-412c-aa52-397f65b7d402,Duane Betts,The Jefferson Theater,Charlottesville,US,United States,"Evergreen, Shinin', Blue Sky, Saints to Sinners, Oh Well, Colors Fade, Cold Dark World, Stare at the Sun, Dreams, Waiting on a Song, Hot 'Lanta"
14-10-2023,a05236ee-3fac-45d7-96f5-b2cd6d03fda9,Dogs in a Pile,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Frosty, You Didn't Hear It From Me, Let U Go, Earthbound Man, Thomas Duncan, Pt. 2, Green Earrings, Fenway, Lazy Day, Bubble, Nyanyanyanyanyanyanya!, Bubble, China Cat Sunflower, Cats in zeh Hous, El Sonidito, Greta, Such a Night"
13-10-2023,3d36bd1f-a551-4b16-9cb5-3e4c68bc5f2a,The Nude Party,The Southern Cafe & Music Hall,Charlottesville,US,United States,
12-10-2023,64c08e7f-48ba-4a49-a18f-9ac648c8ac63,Daniel Donato,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Locomotive #9, Rose in a Garden, Darling Corey, Fox on the Run, 'Til the Daylight, Broadside Ballad, Hangman's Reel, Better Deal Blues, Can I Change My Mind, Big Iron, Cantina Band, Lose Your Mind, Waymore's Blues, Mystery Train, Sugar Shack, Everybody's Talkin', Down Bedford, Drivin' Nails in My Coffin, Gotta Get Southbound, Hi-Country, Chore, Half Moon Night, The Arkansas Traveler"
07-10-2023,ef94d509-9448-4ed0-9912-93158f51aa9e,Mike Campbell & The Dirty Knobs,The Jefferson Theater,Charlottesville,US,United States,"Dirty Job, Lightning Boogie, External Combustion, Fault Lines, Don't Fade on Me, Humdinger, Fuck That Guy, Anna Lee, Wicked Mind, Rockin' Around (With You), Who Do You Love?, I Still Love You, Rat City, Electric Gypsy, Wreckless Abandon, Little Queenie, Sugar, Refugee, Southern Boy, Mr. Tambourine Man, Even the Losers, Listen to Her Heart, You Wreck Me"
05-10-2023,71d58182-aa37-4c04-b21a-efe46ea0f221,Chris Stapleton,John Paul Jones Arena,Charlottesville,US,United States,"White Horse, Parachute, Second One to Know, Starting Over, Millionaire, Hard Livin', Might as Well Get Stoned, Worry B Gone, What Are You Listening To?, Mountains of My Mind, Whiskey and You, Nobody to Blame, Arkansas, You Should Probably Leave, Crosswind, Joy of My Life, Cold, Free Bird / The Devil Named Music, Traveller, Fire Away, Broken Halos, Tennessee Whiskey, Where Rainbows Never Die, Outlaw State of Mind"
29-09-2023,dbf7c761-e332-467b-b4d9-aafe06bbcf8f,G. Love & Special Sauce,Ting Pavilion,Charlottesville,US,United States,"50 Ways to Leave Your Lover, Cold Beverage, Casey Jones"
29-09-2023,f8796712-19fd-49ca-9cc7-99c30215b3cd,Gov’t Mule,Ting Pavilion,Charlottesville,US,United States,"Bad Little Doggie, Blind Man in the Dark, Lay Your Burden Down, Smokestack Lightning, Traveling Tune, Larger Than Life, Dreaming Out Loud, Revolution Come, Revolution Go, Good Morning, School Girl, Trane, Rumble, Trane, St. Stephen, The River Only Flows One Way, After the Storm, Beautifully Broken, Breakdown, I'm a Ram, Goin' Out West, Soulshine, 30 Days in the Hole"
17-09-2023,e1691442-e13c-4166-875d-ce8ab92b9b38,Oteil & Friends,Brown's Island,Richmond,US,United States,"Rooster, Run for the Roses, Magnificent Sanctuary Band, Tore Up Over You, China Doll, Waiting on a Song, Mystery Train, Every Hungry Woman, That's What Love Will Make You Do, Turn On Your Love Light, No More Doubt"
17-09-2023,ab21e045-28ce-42d6-87bd-3f1b4861606c,Grateful Gospel,Brown's Island,Richmond,US,United States,"Ripple, Eyes of the World, Samson and Delilah, Mighty High, I'll Be With Thee, Here Comes Sunshine, Midnight Moonlight, Who Was John?, St. Stephen, My Sisters and Brothers (In Christ), Feel Like a Stranger"
17-09-2023,536a68e9-049b-4d9f-a0d1-2630c92acc4b,Keller Williams,Brown's Island,Richmond,US,United States,"Ripple, Eyes of the World, Samson and Delilah, Mighty High, I'll Be With Thee, Here Comes Sunshine, Midnight Moonlight, Lion's Share Jam, St. Stephen, My Sisters and Brothers (In Christ), Feel Like a Stranger"
15-09-2023,52a4de43-92f5-4995-9a71-07d67dd35b7d,Nathaniel Rateliff & The Night Sweats,Ting Pavilion,Charlottesville,US,United States,"Suffer Me, Intro, I Need Never Get Old, I'm on Your Side, Survivor, Look It Here, Howling at Nothing, Hey Mama, The Future, S.O.B. / The Shape I'm In, And It's Still Alright, Face Down in the Moment, You Worry Me, Dancing in the Dark, Trying So Hard Not to Know, Love Don't"
13-09-2023,0f9b5bdb-9e99-40c1-8311-5164cb8871a1,Bob Weir and Wolf Bros.,Ting Pavilion,Charlottesville,US,United States,"The Music Never Stopped, Easy Answers, Queen Jane Approximately, Loose Lucy, Two Djinn, Bird Song, Uncle John's Band, Supplication, Help on the Way, Slipknot!, Franklin's Tower, Morning Dew, Happy Birthday to You, The Wheel, Brokedown Palace"
05-09-2023,8e868f14-7fb1-4e80-b783-b992f844b010,Caamp,Ting Pavilion,Charlottesville,US,United States,"Vagabond, Books, Penny, Heads Up, So Long, Honey, I Keep Going, So Cool, No Sleep, Down the River, Moonsmoke, Just Wonderin, Heaven, By and By, There She Goes, 26, Lavender Girl, All My Lonesome, Officer of Love, Drive, All the Debts I Owe"
30-08-2023,1e46801d-c27b-4f07-a50d-51597a26df60,The Wailers Band,The Jefferson Theater,Charlottesville,US,United States,"Lively Up Yourself, Is This Love, Bad Card, Rebel Music (3 O'Clock Roadblock), I Shot the Sheriff, Crazy Baldhead, So Much Things to Say, Stir It Up, Destiny, No Woman, No Cry, Rat Race, Jamming, Three Little Birds, One Love, Buffalo Soldier, Redemption Song, One World, One Prayer, Could You Be Loved"
29-08-2023,93ccd76c-3790-4435-a8bf-02bc26294b93,Bush,Ting Pavilion,Charlottesville,US,United States,"Identity, Machinehead, Bullet Holes, The Chemicals Between Us, Quicksand, Flowers on a Grave, Everything Zen, Heavy Is the Ocean, More Than Machines, All Things Must Change, Little Things, The One I Love, Glycerine, Comedown"
26-08-2023,c96b3858-7292-4111-a97c-25e5c8d29815,The ‘77z,Rivanna River Company,Charlottesville,US,United States,"Feel Like a Stranger, Crazy Fingers, Loose Lucy, Dire Wolf, Cassidy, Althea, Ramble On Rose, Cumberland Blues, The Music Never Stopped"
19-08-2023,25658c94-4a08-4c1f-8d59-c5c554bdcc50,Rumours,The Jefferson Theater,Charlottesville,US,United States,
18-08-2023,44f1eea1-b560-4fbd-b16d-38a0bf9ad8d5,Baaba Seth,The Southern Cafe & Music Hall,Charlottesville,US,United States,
05-08-2023,e01646f2-2a04-450d-8bf2-0d993082e058,Phish,Madison Square Garden,New York,US,United States,"Loving Cup, Maze, Martian Monster, The Divided Sky, Prince Caspian, NICU, Steam, Drift While You're Sleeping, Set Your Soul Free, Tweezer, Guy Forget, What's the Use?, Scents and Subtle Sounds, Everything's Right, Backwards Down the Number Line, Tweezer Reprise, Harry Hood"
04-08-2023,e01646f2-2a04-450d-8bf2-0d993082e058,Phish,Madison Square Garden,New York,US,United States,"Buried Alive, The Moma Dance, 46 Days, Back in the Bubble, Bouncing Around the Room, Birds of a Feather, Halley's Comet, Roggae, Run Like an Antelope, Mike's Song, Sand, Crosseyed and Painless, A Life Beyond the Dream, The Lizards, While My Guitar Gently Weeps, Weekapaug Groove, Fluffhead"
28-07-2023,5ab765e9-72a5-4b1a-858c-a9ca9f2daa01,Neighbor,Ting Pavilion,Charlottesville,US,United States,"Lonely Rider, Mighty Apple Tree, Stranger Part of Town, Love Like Stone, Steel, Sitting on Top of the World, Motor"
11-07-2023,98cb416e-5271-484c-ab3b-6bed6b4aae12,The Head and the Heart,Ting Pavilion,Charlottesville,US,United States,"Living Mirage, Don't Show Your Weakness, Rhythm & Blues, All We Ever Knew, Ghosts, Another Story, Dreamer, Tiebreaker, Lost in My Mind, Every Shade of Blue, Missed Connection, Honeybee, Down in the Valley, Virginia (Wind in the Night), Shake, Rivers and Roads"
11-07-2023,e9177de4-27de-44b2-8aa7-c78bd5340587,Illiterate Light,Ting Pavilion,Charlottesville,US,United States,"Wake Up Now, Light Me Up, Sometimes Love Takes So Long, Heaven Bends, Feb 1st, Vampire Blues, Better Than I Used To"
03-07-2023,94f8947c-2d9c-4519-bcf9-6d11a24ad006,Dead & Company,Folsom Field,Boulder,US,United States,"Bertha, New Speedway Boogie, Cold Rain and Snow, Jack Straw, Althea, Playing in the Band, Uncle John's Band, Help on the Way, Slipknot!, Franklin's Tower, He's Gone, The Other One, Drums, Space, Standing on the Moon, All Along the Watchtower, Not Fade Away, Knockin' on Heaven's Door, The Weight"
03-07-2023,76fda896-7c2a-4e5e-a45b-d40acfb2080c,Yonder Mountain String Band,Boulder Theater,Boulder,US,United States,"What the Night Brings, The Bolton Stretch, Left Me in a Hole, Ruby, On the Run, If There's Still Ramblin' in the Rambler (Let Him Go), Mother's Only Son, Half Moon Rising, Bound to Ride, Nowhere Next, Boatman's Dance, Two Hits and the Joint Turned Brown, Big Mon, Granny Wontcha Smoke Some Marijuana, Casualty, Shady Grove, Mississippi Half-Step Uptown Toodeloo"
02-07-2023,94f8947c-2d9c-4519-bcf9-6d11a24ad006,Dead & Company,Folsom Field,Boulder,US,United States,"Feel Like a Stranger, Brown-Eyed Women, Samson and Delilah, Friend of the Devil, It Hurts Me Too, Ramble On Rose, High Time, Let It Grow, They Love Each Other, China Cat Sunflower, I Know You Rider, Fire on the Mountain, The Other One, Drums, Space, The Eleven, U.S. Blues, Morning Dew, Ripple"
01-07-2023,94f8947c-2d9c-4519-bcf9-6d11a24ad006,Dead & Company,Folsom Field,Boulder,US,United States,"Good Times, Truckin', Smokestack Lightning, Deal, Me and My Uncle, Dear Mr. Fantasy, Hey Jude, Terrapin Station, Don't Ease Me In, Eyes of the World, Shakedown Street, St. Stephen, Cumberland Blues, Drums, Space, Milestones, Days Between, Sugar Magnolia, Scarlet Begonias, Sunshine Daydream, Going Down the Road Feeling Bad"
15-06-2023,2cdd6de7-ccb9-450e-a20d-382407689d6a,The Wood Brothers,Ting Pavilion,Charlottesville,US,United States,
09-06-2023,a67cfd12-4129-4fb6-8772-24ef77a3798f,Dogwood Tales,The Southern Cafe & Music Hall,Charlottesville,US,United States,
03-06-2023,94f8947c-2d9c-4519-bcf9-6d11a24ad006,Dead & Company,Jiffy Lube Live,Bristow,US,United States,"Here Comes Sunshine, Mississippi Half-Step Uptown Toodeloo, Mr. Charlie, He's Gone, Brown-Eyed Women, Dear Prudence, Turn On Your Love Light, Deal, Scarlet Begonias, Playing in the Band, Cumberland Blues, Uncle John's Band, Drums, Space, Milestones, Days Between, Throwing Stones, One More Saturday Night, Ripple"
18-05-2023,38eb4af8-2282-4b8f-8819-1c7f92640dde,Robert Plant & Alison Krauss,Ting Pavilion,Charlottesville,US,United States,"Rich Woman, Quattro - World Drifts In, Fortune Teller, The Price of Love, Rock and Roll, Please Read the Letter, High and Lonesome, Last Kind Words Blues, You Led Me to the Wrong, Trouble With My Lover, In the Mood / Matty Groves, Can't Let Go, The Battle of Evermore, When the Levee Breaks, Leave My Woman Alone, Gone Gone Gone"
11-05-2023,84a69823-3d4f-4ede-b43f-17f85513181a,Joe Russo's Almost Dead,Ting Pavilion,Charlottesville,US,United States,"Row Jimmy, Let It Grow, Tangled Up in Blue, China Cat Sunflower, Why Don't We Do It in the Road?, Hell in a Bucket, Jack Straw, My Brother Esau, Help on the Way, Slipknot!, The Eleven, Feel Like a Stranger, It Hurts Me Too, Franklin's Tower, Magnificent Sanctuary Band, Not Fade Away"
11-05-2023,2c81816c-4ce5-4872-bf76-bc8f5ef9338d,Sisters & Brothers,The Southern Cafe & Music Hall,Charlottesville,US,United States,"Tangled Up in Blue, Wonderful World, Ain't No Bread in the Breadbox"
02-05-2023,21685b15-3074-446e-aa1d-ff7157014f53,Lucinda Williams,The Jefferson Theater,Charlottesville,US,United States,"Can't Let Go, Car Wheels on a Gravel Road, West Memphis, Stolen Moments, People Talkin', Lake Charles, Bus to Baton Rouge, Jukebox, Blue, Fruits of My Labor, Are You Down, Let's Get the Band Back Together, Real Live Bleeding Fingers and Broken Guitar Strings, You Can't Rule Me, Out of Touch, Righteously, Jesus Just Left Chicago, Joy"
29-04-2023,332b0b87-2d90-4054-91d5-63d67c203ff6,Chatham Rabbits,The Southern Cafe & Music Hall,Charlottesville,US,United States,
22-04-2023,5bbf0f10-4355-42cb-9d08-6b777a8a300d,Mt. Joy,Ting Pavilion,Charlottesville,US,United States,"Lemon Tree, Evergreen, Sheep, Let Loose, Fire on the Mountain, Orange Blood, Phenomenon, Bug Eyes, Where Is My Mind?, Jenny Jenkins, Bathroom Light, Don’t It Feel Good, I'm Your Wreck, Rearrange Us, Strangers, Dirty Love, Mt. Joy, Fire on the Mountain, Death, Johnson Song, Julia, Ain't No Sunshine, Clint Eastwood, Silver Lining, Cardinal, Astrovan"
20-04-2023,e84ddc5c-06e3-48fc-a8f1-fa0cf430d6b5,Cabinet,The Southern Cafe & Music Hall,Charlottesville,US,United States,"I'll Go Stepping Too, Celebration, Susquehanna Breakdown, The Tower, Pine Billy, Old Farmer's Mill, Wine and Shine, Po's Reel, All About You, Caroline, Silver Sun, Universe, Ms. Molly, Mysterio, Cards, Treat Me So Bad, Wheels, Heart of the Country, Heavy Rain"
22-03-2023,5fab339d-5dd4-42b0-8d70-496a4493ed59,moe.,The Jefferson Theater,Charlottesville,US,United States,"Rainshine, Stranger Than Fiction, White Lightning Turpentine, Again and Again, Blue Jeans Pizza, Silver Sun, Dangerous Game, Let It Rain, Happy Hour Hero, Waiting for the Punchline, Letter Home, Plane Crash, Chromatic Nightmare, Godzilla"
